MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2020,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
,,0--2,3--5,6--10,11--15,16--20,>20,Benzina,Motorina,Electric,Hibrid01(benzina+electric),0--4,5--8,9--12,peste 12
,,,,,,,,,,,Hibrid02(motorina+electric),,,,
,,,,,,,,,,,Hibrid03(GPL+electric),,,,
   model X-MAX 400,13,1,12,0,0,0,0,13,0,0,0,13,0,0,0
   model XC 125,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XC 125 BELUGA,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model XC 125T CYGNUS,25,0,0,0,0,0,25,25,0,0,0,0,0,0,25
   model XC115S,14,0,7,7,0,0,0,14,0,0,0,1,13,0,0
   model XC125F CIGNUS,4,0,0,0,0,4,0,4,0,0,0,0,0,0,4
   model XC125T CYGNUS,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model XC125T FLAME,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XC125T FLAME R,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XCITY,11,0,0,9,2,0,0,11,0,0,0,0,3,7,1
   model XG 250 TRICKER,30,0,0,0,21,9,0,30,0,0,0,0,0,0,30
   model XJ 600,8,0,0,0,0,0,8,8,0,0,0,0,0,0,8
   model XJ 600 N,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XJ 600 S,81,0,0,0,0,0,81,81,0,0,0,0,0,0,81
   model XJ 600 SH,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ 600N,65,0,0,0,0,13,52,65,0,0,0,0,0,0,65
   model XJ 600N/S,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ 600S,20,0,0,0,0,1,19,20,0,0,0,0,0,0,20
   model XJ 600S DIVERSION,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ 650,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XJ 700 S,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ 750,17,0,0,0,0,0,17,17,0,0,0,0,0,0,17
   model XJ 750 MAXIM X,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ 750 XN,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ 750V MAXIMA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ 900,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model XJ 900 S,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model XJ400,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ500,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
   model XJ550,19,0,0,0,0,0,19,19,0,0,0,0,0,0,19
   model XJ6,146,0,2,80,64,0,0,146,0,0,0,0,31,115,0
   model XJ600,74,0,0,0,0,1,73,74,0,0,0,0,0,0,74
   model XJ600 DIVERSION,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XJ600 DIVERSION S,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
   model XJ600A DIVERSION,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ600N,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ600S,155,0,0,0,0,1,154,155,0,0,0,0,0,0,155
   model XJ600S DIVERSION,12,0,0,0,0,2,10,12,0,0,0,0,0,0,12
   model XJ600SA DIVERSION,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model XJ650,27,0,0,0,0,0,27,27,0,0,0,0,0,0,27
   model XJ650 MAXIM,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ650 MAXIMA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ6F,18,0,0,4,14,0,0,18,0,0,0,0,1,17,0
   model XJ6FA,15,0,0,12,3,0,0,15,0,0,0,0,1,14,0
   model XJ6N,64,0,0,14,50,0,0,64,0,0,0,0,3,61,0
   model XJ6NA,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model XJ6S,35,0,0,11,24,0,0,35,0,0,0,0,4,31,0
   model XJ750,8,0,0,0,0,0,8,8,0,0,0,0,0,0,8
   model XJ900,33,0,0,0,0,0,33,33,0,0,0,0,0,0,33
   model XJ900F,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJ900S,10,0,0,0,0,1,9,10,0,0,0,0,0,0,10
   model XJR 1200,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XJR 1300,10,0,0,0,0,7,3,10,0,0,0,0,0,0,10
   model XJR1200,12,0,0,0,0,0,12,12,0,0,0,0,0,0,12
   model XJR1300,38,0,2,7,6,11,12,38,0,0,0,1,7,3,27
   model XP 500,3,0,0,1,2,0,0,3,0,0,0,0,0,3,0
   model XP 500 T MAX,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XP 500 TMAX,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XP 500Y T-MAX,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model XP 500YY,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model XP500,87,0,10,49,25,3,0,87,0,0,0,2,38,30,17
   model XP500 T MAX,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XP500 T-MAX,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XP500 TMAX,128,0,0,0,24,104,0,128,0,0,0,0,0,0,128
   model XP500A,22,0,0,0,21,1,0,22,0,0,0,0,0,0,22
   model XP500A T MAX,54,0,0,8,46,0,0,54,0,0,0,0,2,25,27
   model XP500F (TMAX),1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
   model XP530-A (TMAX SX),12,3,9,0,0,0,0,12,0,0,0,12,0,0,0
   model XP530D-A (TMAX DX),22,4,18,0,0,0,0,22,0,0,0,22,0,0,0
   model XP530E-A (TMAX),3,3,0,0,0,0,0,3,0,0,0,3,0,0,0
   model XP560D,8,8,0,0,0,0,0,8,0,0,0,8,0,0,0
   model XP560E,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0
   model XQ125 MAXSTER,7,0,0,0,0,6,1,7,0,0,0,0,0,0,7
   model XS 250,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XS 400,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model XS 400 SPECIAL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XS 650,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XS 750 SE,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model XS1100,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XS250SE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XS360,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XS400,44,0,0,0,0,0,44,44,0,0,0,0,0,0,44
   model XS400SE,17,0,0,0,0,0,17,17,0,0,0,0,0,0,17
   model XS750,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XSR400,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2
   model XSR700,22,2,20,0,0,0,0,22,0,0,0,15,7,0,0
   model XT 1200,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model XT 250,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XT 350,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model XT 550,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XT 600,90,0,0,0,0,3,87,90,0,0,0,0,0,0,90
   model XT 600 E,21,0,0,0,0,0,21,21,0,0,0,0,0,0,21
   model XT 600 EA,7,0,0,0,0,0,7,7,0,0,0,0,0,0,7
   model XT 600E,43,0,0,0,0,22,21,43,0,0,0,0,0,0,43
   model XT 660,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XT1200,8,0,4,4,0,0,0,8,0,0,0,0,8,0,0
   model XT1200Z,48,0,0,34,14,0,0,48,0,0,0,0,11,37,0
   model XT1200Z SUPER TENERE,14,7,7,0,0,0,0,14,0,0,0,14,0,0,0
   model XT1200ZE (XT1200ZE SUPER TENERE),4,4,0,0,0,0,0,4,0,0,0,4,0,0,0
   model XT125,60,0,0,1,43,16,0,60,0,0,0,0,0,1,59
   model XT125R,62,1,0,1,50,10,0,62,0,0,0,1,0,7,54
   model XT125SM,29,0,1,0,21,7,0,29,0,0,0,0,1,1,27
   model XT125X,10,0,0,2,6,2,0,10,0,0,0,0,0,4,6
   model XT250,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model XT350,19,0,0,0,0,0,19,19,0,0,0,0,0,0,19
   model XT400,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model XT500,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XT500L,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model XT500Z,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XT550,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XT600,89,0,0,0,0,0,89,89,0,0,0,0,0,0,89
   model XT600E,10,0,0,0,0,9,1,10,0,0,0,0,0,0,10
   model XT600Z,26,0,0,0,0,0,26,26,0,0,0,0,0,0,26
   model XT600Z TENERE,7,0,0,0,0,0,7,7,0,0,0,0,0,0,7
   model XT660,32,0,3,6,13,10,0,32,0,0,0,0,9,3,20
   model XT660R,94,0,0,6,55,33,0,94,0,0,0,0,1,12,81
   model XT660X,93,0,0,1,56,36,0,93,0,0,0,0,0,7,86
   model XT660Z,35,0,4,23,8,0,0,35,0,0,0,2,13,15,5
   model XT660ZA,11,0,4,6,1,0,0,11,0,0,0,3,5,3,0
   model XTZ 660,31,0,0,0,0,0,31,31,0,0,0,0,0,0,31
   model XTZ 660 TENERE,82,0,0,0,0,0,82,82,0,0,0,0,0,0,82
   model XTZ 750,140,0,0,0,0,1,139,140,0,0,0,0,0,0,140
   model XTZ 750 SUPER TENERE,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model XTZ 850 SUPER TENERE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XTZ-TNR,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XTZ660,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XTZ660A,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XTZ690 (TENERE 700),48,48,0,0,0,0,0,48,0,0,0,48,0,0,0
   model XTZ690-U (TENERE 700 35KW),1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
   model XTZ690D-B (TENERE 700 RALLY),9,9,0,0,0,0,0,9,0,0,0,9,0,0,0
   model XTZ750,9,0,0,0,0,0,9,9,0,0,0,0,0,0,9
   model XTZ750 SUPER TENERE,17,0,0,0,0,0,17,17,0,0,0,0,0,0,17
   model XTZ750 TENERE SPORT,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XV 1000 TR1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XV 1100 VIRAGO,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XV 125 VIRAGO,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
   model XV 1600 AL,3,0,0,0,0,2,1,3,0,0,0,0,0,0,3
   model XV 1600 ROAD STAR,16,0,0,0,0,11,5,16,0,0,0,0,0,0,16
   model XV 1600 ROADSTAR,6,0,0,0,0,4,2,6,0,0,0,0,0,0,6
   model XV 170,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2
   model XV 1700,4,0,0,0,0,4,0,4,0,0,0,0,0,0,4
   model XV 1700 PC,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2
   model XV 1900,4,0,0,1,3,0,0,4,0,0,0,0,1,2,1
   model XV 1900A,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3
   model XV 500 SE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XV 535 VIRAGO,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model XV 750 VIRAGO,15,0,0,0,0,0,15,15,0,0,0,0,0,0,15
   model XV 950,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
   model XV S1100,53,0,0,0,0,10,43,53,0,0,0,0,0,0,53
   model XV1000 VIRAGO,8,0,0,0,0,0,8,8,0,0,0,0,0,0,8
   model XV1000SE,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XV11,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XV1100 VIRAGO,47,0,0,0,0,0,47,47,0,0,0,0,0,0,47
   model XV1600,3,0,0,0,0,2,1,3,0,0,0,0,0,0,3
   model XV1600 ROAD STAR,12,0,0,0,1,5,6,12,0,0,0,0,0,1,11
   model XV1600 ROAD STAR SILVERADO,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XV1600 ROADSTAR,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XV1600A,3,0,0,0,0,1,2,3,0,0,0,0,0,0,3
   model XV1600A WILD STAR,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XV1600A WILDSTAR,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XV170,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2
   model XV1700,4,0,0,0,2,2,0,4,0,0,0,0,0,0,4
   model XV1700 ROAD STAR,4,0,0,0,0,4,0,4,0,0,0,0,0,0,4
   model XV1700 ROADSTAR,15,0,0,0,4,11,0,15,0,0,0,0,0,0,15
   model XV1700A,2,0,0,1,1,0,0,2,0,0,0,0,0,2,0
   model XV1700A ROAD STAR,4,0,0,0,4,0,0,4,0,0,0,0,0,2,2
   model XV1700ROAD STAR,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model XV1900,7,0,0,1,6,0,0,7,0,0,0,0,0,4,3
   model XV1900 RAIDER,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model XV1900 ROADLINER,5,0,0,0,5,0,0,5,0,0,0,0,0,0,5
   model XV1900A,11,0,0,0,11,0,0,11,0,0,0,0,0,2,9
   model XV1900A MIDNIGHT STAR,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2
   model XV250,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model XV250 VIRAGO,101,0,0,0,0,1,100,101,0,0,0,0,0,0,101
   model XV500SE,17,0,0,0,0,0,17,17,0,0,0,0,0,0,17
   model XV535,64,0,0,0,0,0,64,64,0,0,0,0,0,0,64
   model XV535 VIRAGO,120,0,0,0,0,19,101,120,0,0,0,0,0,0,120
   model XV535A,15,0,0,0,0,0,15,15,0,0,0,0,0,0,15
   model XV595YB,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model XV700 VIRAGO,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XV750,27,0,0,0,0,0,27,27,0,0,0,0,0,0,27
   model XV750 VIRAGO,53,0,0,0,0,0,53,53,0,0,0,0,0,0,53
   model XVP 1700,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XVS 1100,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
   model XVS 1100 A DRAGSTAR,49,0,0,0,15,34,0,49,0,0,0,0,0,0,49
   model XVS 1100 DRAG STAR,5,0,0,0,2,1,2,5,0,0,0,0,0,0,5
   model XVS 1100A,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XVS 125,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XVS 1300,3,0,0,0,3,0,0,3,0,0,0,0,0,1,2
   model XVS 650,100,0,0,0,0,10,90,100,0,0,0,0,0,0,100
   model XVS 650 DRAG STAR,49,0,0,0,0,2,47,49,0,0,0,0,0,0,49
   model XVS 650 DRAGSTER,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XVS 650 V STAR,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XVS 650A DRAGSTAR,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XVS 950,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
   model XVS 950CU,8,0,6,2,0,0,0,8,0,0,0,3,5,0,0
   model XVS ROAD STAR WARRIOR,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model XVS V-STAR 1300,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model XVS11,4,0,0,0,0,4,0,4,0,0,0,0,0,0,4
   model XVS1100,24,0,0,0,1,18,5,24,0,0,0,0,0,0,24
   model XVS1100 DRAGSTAR,27,0,0,0,0,19,8,27,0,0,0,0,0,0,27
   model XVS1100 V-STAR CUSTOM,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model XVS1100A,7,0,0,0,7,0,0,7,0,0,0,0,0,0,7
   model XVS125,34,0,0,0,0,23,11,34,0,0,0,0,0,0,34
   model XVS1300,7,0,0,0,7,0,0,7,0,0,0,0,0,2,5
   model XVS1300 MIDNIGHT STAR,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2
   model XVS1300 STRYKER,9,0,0,9,0,0,0,9,0,0,0,0,4,5,0
   model XVS1300A,45,0,0,11,34,0,0,45,0,0,0,0,4,14,27
   model XVS1300CU,8,0,5,3,0,0,0,8,0,0,0,1,7,0,0
   model XVS250,25,0,0,0,0,7,18,25,0,0,0,0,0,0,25
   model XVS65,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2
   model XVS650,132,0,0,1,0,9,122,132,0,0,0,0,1,0,131
   model XVS650 DRAG STAR,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XVS650 DRAGSTAR,47,0,0,0,0,42,5,47,0,0,0,0,0,0,47
   model XVS650A,63,0,0,0,33,30,0,63,0,0,0,0,0,0,63
   model XVS650A DRAGSTAR,12,0,0,0,0,12,0,12,0,0,0,0,0,0,12
   model XVS950 V STAR,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0
   model XVS950A,37,0,0,15,22,0,0,37,0,0,0,0,5,32,0
   model XVS950A MIDNIGHT STAR,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0
   model XVS950CU,18,0,11,7,0,0,0,18,0,0,0,5,13,0,0
   model XVS950CUD-A,6,1,5,0,0,0,0,6,0,0,0,6,0,0,0
   model XVS950RS,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model XVS95BR,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model XVZ 12,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model XVZ 12 VENTURE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XVZ 1300 A,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XVZ1300,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XVZ1300 ROYAL STAR,5,0,0,0,0,1,4,5,0,0,0,0,0,0,5
   model XVZ1300 ROYAL STAR VENTURE,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model XVZ1300 STAR VENTURE,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model XVZ1300 TF ROYAL STAR VENTURE,4,0,0,0,1,2,1,4,0,0,0,0,0,0,4
   model XVZ1300 VENTURE,5,0,0,0,3,1,1,5,0,0,0,0,0,0,5
   model XVZ1300TF VENTURE ROYAL STAR,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
   model XVZ13TD VENTURE ROYALE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model XZ1100/A,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model XZ550,18,0,0,0,0,0,18,18,0,0,0,0,0,0,18
   model Y12P,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YAMAHA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YAMAHA 10V,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YB125,14,0,1,6,7,0,0,14,0,0,0,0,5,8,1
   model YBR 125,65,0,5,13,47,0,0,65,0,0,0,2,13,12,38
   model YBR 125G,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model YBR125,121,0,0,11,83,27,0,121,0,0,0,0,4,18,99
   model YBR250,53,0,0,4,49,0,0,53,0,0,0,0,1,16,36
   model YICS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YJ 125X,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model YN 100,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2
   model YN100,6,0,0,0,0,2,4,6,0,0,0,0,0,0,6
   model YP,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YP 125 E,55,0,0,0,16,39,0,55,0,0,0,0,0,1,54
   model YP 125 E MAJESTY,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model YP 180E,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YP 250,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2
   model YP 250 MAJESTY,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model YP 250D MAJESTY DX,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YP-125,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YP125,3,0,0,0,0,1,2,3,0,0,0,0,0,0,3
   model YP125E,12,0,0,0,12,0,0,12,0,0,0,0,0,4,8
   model YP125R,70,0,1,15,54,0,0,70,0,0,0,0,5,22,43
   model YP125R MAJESTY,36,0,0,0,0,3,33,36,0,0,0,0,0,0,36
   model YP125RA (X-MAX 125),2,2,0,0,0,0,0,2,0,0,0,2,0,0,0
   model YP125RA SP (X-MAX TECH MAX 125),1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
   model YP125SE,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model YP180E,58,0,0,0,13,45,0,58,0,0,0,0,0,1,57
   model YP250,121,0,0,0,9,71,41,121,0,0,0,0,0,0,121
   model YP250 MAJESTY,131,0,0,0,0,5,126,131,0,0,0,0,0,0,131
   model YP250 SKYLINER,19,0,0,0,0,16,3,19,0,0,0,0,0,0,19
   model YP250R,222,0,3,35,164,20,0,222,0,0,0,1,9,68,144
   model YP250RA,34,0,10,24,0,0,0,34,0,0,0,2,25,7,0
   model YP400,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2
   model YP400 MAJESTY,142,0,0,0,41,101,0,142,0,0,0,0,0,0,142
   model YP4000RA (X-MAX 400),10,10,0,0,0,0,0,10,0,0,0,10,0,0,0
   model YP4000RA (X-MAX IRON MAX 400),4,4,0,0,0,0,0,4,0,0,0,4,0,0,0
   model YP400A,69,0,0,7,62,0,0,69,0,0,0,0,2,32,35
   model YP400R,4,0,0,4,0,0,0,4,0,0,0,0,4,0,0
   model YP400RA,26,0,9,17,0,0,0,26,0,0,0,1,25,0,0
   model YP400RA (X-MAX 400),1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
   model YP400RA SP (X-MAX TECH MAX 400),5,5,0,0,0,0,0,5,0,0,0,5,0,0,0
   model YPR125R,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model YS125-5C(YS125),30,20,10,0,0,0,0,30,0,0,0,30,0,0,0
   model YX600,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YXF-R6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model YZ 426,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YZ125,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YZ250,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YZ250F,4,0,0,0,3,1,0,4,0,0,0,0,0,1,3
   model YZ400 HURICANE,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YZ426,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YZ426 FLC,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YZ450F,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2
   model YZF,71,0,0,0,0,3,68,71,0,0,0,0,0,0,71
   model YZF 1000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YZF 1000 R,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model YZF 1000 R1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model YZF 600 R,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YZF 750,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YZF 750 R,30,0,0,0,0,0,30,30,0,0,0,0,0,0,30
   model YZF 750R,17,0,0,0,0,0,17,17,0,0,0,0,0,0,17
   model YZF R1,195,0,0,0,2,59,134,195,0,0,0,0,0,1,194
   model YZF R125,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0
   model YZF R15,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
   model YZF R6,419,0,0,0,1,175,243,419,0,0,0,0,0,0,419
   model YZF R6S,7,0,0,0,2,5,0,7,0,0,0,0,0,0,7
   model YZF THUNDERACE 1000,16,0,0,0,0,0,16,16,0,0,0,0,0,0,16
   model YZF-R1,525,5,10,58,268,175,9,525,0,0,0,11,40,100,374
   model YZF-R1 EXUP DELTABOX V,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
   model YZF-R125,521,3,38,176,304,0,0,521,0,0,0,33,112,237,139
   model YZF-R125A,58,0,29,29,0,0,0,58,0,0,0,4,54,0,0
   model YZF-R1M,3,1,2,0,0,0,0,3,0,0,0,3,0,0,0
   model YZF-R3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
   model YZF-R3A,17,0,9,8,0,0,0,17,0,0,0,2,15,0,0
   model YZF-R3A (YZF-R3),5,1,4,0,0,0,0,5,0,0,0,5,0,0,0
   model YZF-R46,24,0,0,0,5,19,0,24,0,0,0,0,0,0,24
   model YZF-R6,717,0,3,22,287,248,157,717,0,0,0,0,11,55,651
   model YZF/R1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YZF1000,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0
   model YZF1000R,10,0,0,0,0,0,10,10,0,0,0,0,0,0,10
   model YZF1000R THUNDERACE,6,0,0,0,0,0,6,6,0,0,0,0,0,0,6
   model YZF125-A,29,29,0,0,0,0,0,29,0,0,0,29,0,0,0
   model YZF320-A (YZF-R3),10,10,0,0,0,0,0,10,0,0,0,10,0,0,0
   model YZF600,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model YZF600 R6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model YZF600(YZF-R6),22,15,7,0,0,0,0,22,0,0,0,22,0,0,0
   model YZF600R,9,0,0,0,0,3,6,9,0,0,0,0,0,0,9
   model YZF600R THUNDERCAT,115,0,0,0,0,18,97,115,0,0,0,0,0,0,115
   model YZF750,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YZF750R,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model YZFR1,167,0,0,0,31,136,0,167,0,0,0,0,0,0,167
   model YZFR1 BANDIT,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YZFR6,90,0,0,0,1,61,28,90,0,0,0,0,0,0,90
   model YZFR6SW,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model YZR,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3
   model YZR R1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model YZR-R1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model ZFX 750,9,0,0,0,0,0,9,9,0,0,0,0,0,0,9
   model nespecificat,"2,885",0,0,4,54,595,"2,232","2,885",0,0,0,0,3,10,"2,872"
 total marca YIBEN,23,0,4,11,8,0,0,23,0,0,0,3,10,7,3
